gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time
4,606208,1,0.0193698,0.00860778,5.61917,0.00557951,5.5673e-05,0.00864655,0.00862049
4,606208,1,0.0200637,0.0104028,5.62911,0.00462253,3.4167e-05,0.00688443,0.00684913
4,606208,1,0.0225498,0.00982118,5.65957,0.00596128,5.64e-05,0.00811044,0.00806601
4,638976,1,0.0129501,0.00903118,6.05553,0.00447624,3.3605e-05,0.00680761,0.00677056
4,638976,1,0.0179409,0.0110362,6.03659,0.00459521,3.8643e-05,0.00690551,0.0068614
4,638976,1,0.0259041,0.00935198,6.10088,0.00449066,8.2206e-05,0.0062814,0.00625616
4,671744,1,0.0209607,0.00869999,7.1686,0.00455979,3.192e-05,0.00694602,0.00691458
4,671744,1,0.0231587,0.00743306,7.13522,0.00588831,5.3058e-05,0.00798676,0.00794651
4,671744,1,0.0312165,0.00964801,7.16075,0.00517614,3.2661e-05,0.00726736,0.00723729
4,704512,1,0.0174929,0.010671,7.55957,0.00464835,3.4785e-05,0.00726062,0.00722654
4,704512,1,0.0226589,0.00887758,7.53839,0.00461361,3.5639e-05,0.00734503,0.0073135
4,704512,1,0.0251115,0.011167,7.58,0.004484,3.3614e-05,0.00695053,0.00690475
4,737280,1,0.019669,0.0114274,8.01764,0.00460728,3.3468e-05,0.00672964,0.00668744
4,737280,1,0.0250775,0.0117662,7.98858,0.00455253,3.5488e-05,0.00731789,0.00728562
4,737280,1,0.0301411,0.0101351,8.00379,0.005149,3.4703e-05,0.00695762,0.00693005
5,16384,1,0.000993573,0.0029795,0.0375973,0.00453563,2.1961e-05,0.00687597,0.0068453
5,16384,1,0.00101872,0.0029871,0.0394116,0.00638882,2.1123e-05,0.00867778,0.00865198
5,16384,1,0.001075,0.00316219,0.0416599,0.00854268,3.3876e-05,0.0109378,0.0109031
5,49152,1,0.00170286,0.00456593,0.105438,0.00656374,2.742e-05,0.0101977,0.0101629
5,49152,1,0.00187267,0.00336307,0.104226,0.0052704,2.1996e-05,0.00771208,0.00767959
5,49152,1,0.00194672,0.00335319,0.105862,0.00680198,2.2065e-05,0.00915538,0.00911838
5,81920,1,0.00317762,0.00387413,0.199862,0.00721754,2.4552e-05,0.0100176,0.0099825
5,81920,1,0.00323011,0.00297542,0.196272,0.00525815,2.1731e-05,0.00710043,0.00707057
5,81920,1,0.00353725,0.00359783,0.198203,0.00633911,5.4352e-05,0.00822966,0.00819392
5,114688,1,0.00440169,0.00317655,0.264311,0.00455649,2.196e-05,0.00640531,0.00637673
5,114688,1,0.00485801,0.00313371,0.264731,0.00466774,2.2517e-05,0.00648988,0.00646008
5,114688,1,0.00496096,0.00313418,0.26517,0.00658782,2.2461e-05,0.00841118,0.00838173
5,147456,1,0.00400737,0.00396465,0.588725,0.00471171,6.3112e-05,0.00656655,0.00653822
5,147456,1,0.0051194,0.00406674,0.604149,0.00473848,3.4838e-05,0.0069801,0.00694826
5,147456,1,0.00618407,0.00521926,0.607916,0.00598958,5.9482e-05,0.00908621,0.00905629
5,180224,1,0.00512881,0.00431909,0.702225,0.00460016,6.7948e-05,0.00645429,0.00642591
5,180224,1,0.00528624,0.00411349,0.70973,0.00654411,8.3577e-05,0.00891925,0.00888569
5,180224,1,0.0097128,0.00392935,0.702341,0.00477496,3.3335e-05,0.00667175,0.00663985
5,212992,1,0.00704281,0.00389364,0.835158,0.00477936,5.8139e-05,0.00664434,0.00661257
