gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time
2,81920,1,0.00207401,0.00312285,0.396334,0.00556514,1.5226e-05,0.00778393,0.00775208
2,81920,1,0.00270375,0.00608316,0.405123,0.0144565,3.1569e-05,0.0194381,0.0193547
2,82944,1,0.00182555,0.00663813,0.410053,0.014349,3.2057e-05,0.0199154,0.0198431
2,82944,1,0.00196135,0.00479225,0.403247,0.0077384,1.4458e-05,0.0115922,0.01155
2,82944,1,0.0020175,0.00665664,0.40997,0.0145307,2.675e-05,0.0201197,0.0200449
2,83968,1,0.00174322,0.00671908,0.414823,0.0144901,3.4083e-05,0.0201488,0.0200482
2,83968,1,0.00176278,0.00337568,0.406221,0.00603498,1.3549e-05,0.00849389,0.00845869
2,83968,1,0.00189546,0.00438396,0.40859,0.00840389,2.8356e-05,0.0117825,0.0117134
2,84992,1,0.00178248,0.00334628,0.410548,0.00538313,1.6064e-05,0.00780286,0.00776081
2,84992,1,0.00193732,0.00391697,0.41562,0.0105386,2.7308e-05,0.0134549,0.0134145
2,84992,1,0.00279052,0.00649083,0.419405,0.0143932,2.7588e-05,0.019886,0.0198218
2,86016,1,0.00180336,0.0032668,0.415868,0.00580415,1.3969e-05,0.00814125,0.00810717
2,86016,1,0.00275823,0.00658833,0.424381,0.0143492,3.0242e-05,0.0198489,0.0197776
2,86016,1,0.00283673,0.006559,0.424699,0.0145891,2.6052e-05,0.0200261,0.019943
2,87040,1,0.00182115,0.0065817,0.429796,0.0150322,3.2895e-05,0.0205781,0.0205048
2,87040,1,0.00211884,0.0067049,0.4294,0.0145783,3.0871e-05,0.020217,0.0201137
2,87040,1,0.00262549,0.00319241,0.42085,0.00595326,1.5016e-05,0.00820998,0.00815822
2,88064,1,0.00193544,0.00319458,0.426165,0.00582663,1.3271e-05,0.00809523,0.00806003
2,88064,1,0.0020997,0.00501252,0.430596,0.0105392,2.703e-05,0.0145011,0.0144327
2,88064,1,0.00267615,0.00575062,0.434435,0.0140603,3.1848e-05,0.0187235,0.0186585
2,89088,1,0.001838,0.00627124,0.439261,0.0140178,1.376e-05,0.0191909,0.0190971
2,89088,1,0.00187125,0.0032647,0.430599,0.0054742,1.2432e-05,0.00781676,0.00778323
2,89088,1,0.00295246,0.00654817,0.440215,0.0150589,3.0172e-05,0.0204928,0.0204132
2,90112,1,0.00186641,0.00670462,0.444771,0.0144213,3.2686e-05,0.0200226,0.0199142
2,90112,1,0.00189144,0.00324738,0.436006,0.0059805,1.3061e-05,0.00826166,0.00822549
2,90112,1,0.00257004,0.00304078,0.435458,0.00539123,2.9404e-05,0.00743458,0.00739427
2,91136,1,0.00190191,0.00437305,0.443986,0.00876656,1.2502e-05,0.0121702,0.0121374
2,91136,1,0.00283945,0.00670608,0.449804,0.0144699,3.0452e-05,0.0200287,0.0199282
2,91136,1,0.00297355,0.00652498,0.449842,0.0147453,3.1639e-05,0.0200777,0.0199607
2,92160,1,0.00211435,0.00664588,0.45518,0.0149491,2.8146e-05,0.0204332,0.0203395
2,92160,1,0.00215454,0.00324913,0.44611,0.00571649,1.2921e-05,0.00800366,0.00796231
2,92160,1,0.00215886,0.00658421,0.454526,0.0143653,2.4305e-05,0.0197871,0.0196803
2,93184,1,0.00191944,0.0035,0.598184,0.00610671,1.2292e-05,0.00862213,0.00859007
2,93184,1,0.00198171,0.00674483,0.60645,0.0144293,3.6039e-05,0.0200134,0.0199351
2,93184,1,0.00207938,0.00671977,0.606519,0.0145443,3.4852e-05,0.0201493,0.0200724
2,94208,1,0.00195765,0.00559517,0.610176,0.0118084,2.5423e-05,0.0163512,0.0163079
2,94208,1,0.00208634,0.00453523,0.607951,0.0096473,3.0661e-05,0.013066,0.0130078
2,94208,1,0.00307642,0.00480251,0.611032,0.0126059,2.7867e-05,0.0162349,0.0161704
2,95232,1,0.00196414,0.00535552,0.617426,0.0122414,3.0452e-05,0.0164785,0.0164117
2,95232,1,0.00202593,0.00673877,0.620316,0.0151909,1.5365e-05,0.0207915,0.0207065
2,95232,1,0.00248371,0.00308318,0.610125,0.00528556,1.5645e-05,0.00735474,0.00730557
2,96256,1,0.00199585,0.00461164,0.617663,0.00628516,2.1722e-05,0.00947478,0.00943441
2,96256,1,0.00315196,0.00670874,0.625439,0.0142293,1.2641e-05,0.019722,0.01962
2,96256,1,0.00319187,0.00629462,0.626127,0.0147294,3.7016e-05,0.0198223,0.0197413
2,97280,1,0.00201848,0.00331729,0.62355,0.00579437,1.3759e-05,0.00809669,0.00806163
2,97280,1,0.00204387,0.00425774,0.628519,0.0109243,2.9404e-05,0.01404,0.0139552
2,97280,1,0.00318601,0.00676328,0.632126,0.0144854,3.2127e-05,0.0200954,0.0199834
2,98304,1,0.00203671,0.00285123,0.629513,0.00492586,2.228e-05,0.00677385,0.00673439
2,98304,1,0.00319506,0.00678082,0.639135,0.0144672,1.2711e-05,0.0200606,0.0199675
2,98304,1,0.00323783,0.00571647,0.637688,0.0131849,1.5715e-05,0.0177509,0.017676
2,99328,1,0.00204716,0.00601366,0.644768,0.0141537,3.2127e-05,0.0190175,0.0189286
2,99328,1,0.00250711,0.00311949,0.636051,0.00507819,1.376e-05,0.00720283,0.00715387
2,99328,1,0.0033937,0.00642702,0.645357,0.0143192,1.355e-05,0.0194682,0.0193928
2,100352,1,0.00204946,0.00634423,0.65303,0.0151376,3.9251e-05,0.0203804,0.0203067
2,100352,1,0.00328495,0.00644152,0.651803,0.0141462,2.7937e-05,0.0193593,0.0192656
2,100352,1,0.0032914,0.0068095,0.653623,0.0160205,4.6096e-05,0.0214976,0.0214147
2,101376,1,0.00209594,0.00350126,0.650286,0.0059138,1.4108e-05,0.00838102,0.00833688
2,101376,1,0.00230728,0.00329878,0.649921,0.00586037,1.3479e-05,0.00814614,0.0081094
2,101376,1,0.00243527,0.00575991,0.657603,0.0135674,3.5689e-05,0.0181363,0.0180711
2,102400,1,0.00329964,0.00414229,0.658252,0.00785993,3.9601e-05,0.0100643,0.00998942
2,102400,1,0.00331693,0.0063751,0.664545,0.0138039,2.7448e-05,0.0189424,0.0188711
2,102400,1,0.00334246,0.00639473,0.664703,0.0140084,3.0591e-05,0.0191715,0.0190813
2,103424,1,0.00215649,0.00336577,0.662897,0.00569763,1.4038e-05,0.0080469,0.00801309
2,103424,1,0.0027664,0.00687895,0.671672,0.0144013,2.8566e-05,0.0200531,0.0199636
2,103424,1,0.00332322,0.00674562,0.671376,0.0143385,1.2851e-05,0.0198258,0.0197236
2,104448,1,0.00213596,0.00359604,0.66941,0.00620009,1.2922e-05,0.0087308,0.00869183
2,104448,1,0.00243674,0.00676287,0.6786,0.0148474,1.4946e-05,0.0203944,0.0203008
2,104448,1,0.00339579,0.00685618,0.678005,0.0144188,1.299e-05,0.0199812,0.019883
2,105472,1,0.00217273,0.0053588,0.681764,0.0116818,2.5423e-05,0.015877,0.015793
2,105472,1,0.00219742,0.00360812,0.67777,0.00764837,2.5214e-05,0.0101145,0.0100573
2,105472,1,0.00267882,0.00689368,0.684594,0.0143473,2.5981e-05,0.0199573,0.0198558
2,106496,1,0.00251841,0.00682929,0.691128,0.0143454,4.5119e-05,0.0199189,0.0198096
2,106496,1,0.00280738,0.00664598,0.691069,0.0142848,1.3619e-05,0.019699,0.0196157
2,106496,1,0.00342172,0.00667757,0.691407,0.0142942,2.9194e-05,0.0196768,0.019578
2,107520,1,0.00222776,0.00444637,0.692923,0.00987947,3.0731e-05,0.0131923,0.0131361
2,107520,1,0.00231371,0.00533556,0.69664,0.0134004,3.129e-05,0.0174792,0.0174093
2,107520,1,0.00304167,0.0068086,0.697769,0.014575,3.7785e-05,0.0200898,0.0199997
2,108544,1,0.00226649,0.00394868,0.698442,0.00855598,1.4038e-05,0.0113767,0.011307
