gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time,node,blocksize
1,73728,1,0.000860177,0.00084791,0.542761,N/A,N/A,N/A,N/A,homepc,1024
1,73728,1,0.000867065,0.000852927,0.602076,N/A,N/A,N/A,N/A,homepc,384
1,73728,1,0.000908745,0.000875114,0.610631,N/A,N/A,N/A,N/A,homepc,768
1,73856,1,0.000842417,0.000851583,0.544882,N/A,N/A,N/A,N/A,homepc,128
1,73984,1,0.000850545,0.000866118,0.543984,N/A,N/A,N/A,N/A,homepc,128
1,73984,1,0.000875694,0.000854166,0.613859,N/A,N/A,N/A,N/A,homepc,256
1,73984,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,homepc,896
1,74112,1,0.000848419,0.00085475,0.609747,N/A,N/A,N/A,N/A,homepc,384
1,74112,1,0.000853466,0.000837131,0.546146,N/A,N/A,N/A,N/A,homepc,128
1,74240,1,0.000856664,0.00086323,0.622307,N/A,N/A,N/A,N/A,homepc,640
1,74240,1,0.000861042,0.0008479,0.544777,N/A,N/A,N/A,N/A,homepc,128
1,74240,1,0.000864324,0.000854253,0.555149,N/A,N/A,N/A,N/A,homepc,512
1,74240,1,0.000944711,0.00084923,0.6162,N/A,N/A,N/A,N/A,homepc,256
1,74368,1,0.000851566,0.000850225,0.5489,N/A,N/A,N/A,N/A,homepc,128
1,74496,1,0.00085153,0.000845369,0.614756,N/A,N/A,N/A,N/A,homepc,256
1,74496,1,0.00088218,0.000928514,0.548309,N/A,N/A,N/A,N/A,homepc,128
1,74496,1,0.000890637,0.000913695,0.614392,N/A,N/A,N/A,N/A,homepc,384
1,74496,1,0.000968692,0.00086058,0.688198,N/A,N/A,N/A,N/A,homepc,768
1,74624,1,0.000863943,0.000835222,0.549511,N/A,N/A,N/A,N/A,homepc,128
1,74752,1,0.000855855,0.000871572,0.618945,N/A,N/A,N/A,N/A,homepc,256
1,74752,1,0.000857819,0.000869083,0.551227,N/A,N/A,N/A,N/A,homepc,128
1,74752,1,0.00085929,0.000850903,0.559243,N/A,N/A,N/A,N/A,homepc,512
1,74752,1,0.000864084,0.000846722,0.634334,N/A,N/A,N/A,N/A,homepc,1024
1,74880,1,0.000853925,0.000851864,0.615016,N/A,N/A,N/A,N/A,homepc,384
1,74880,1,0.000857701,0.000852431,0.624968,N/A,N/A,N/A,N/A,homepc,640
1,74880,1,0.000862702,0.00086947,0.552772,N/A,N/A,N/A,N/A,homepc,128
1,74880,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,homepc,896
1,75008,1,0.000886472,0.000907506,0.554078,N/A,N/A,N/A,N/A,homepc,128
1,75008,1,0.00102191,0.000971588,0.630148,N/A,N/A,N/A,N/A,homepc,256
1,75136,1,0.00086111,0.000860814,0.555127,N/A,N/A,N/A,N/A,homepc,128
1,75264,1,0.000858533,0.000893391,0.630338,N/A,N/A,N/A,N/A,homepc,256
